as: [922, 0.010849484002306398]
post-production: [3, 3.530200868429414e-05]
dress: [3, 3.530200868429414e-05]
even worse: [3, 0.01485148514851485]
inner: [3, 3.530200868429414e-05]
blowing: [3, 3.530200868429414e-05]
collinwood: [3, 3.530200868429414e-05]
late-night: [3, 3.530200868429414e-05]
bull: [3, 3.530200868429414e-05]
rowdy: [3, 3.530200868429414e-05]
middle of: [3, 0.3333333333333333]
obvious and: [3, 0.08108108108108109]
i guess: [3, 0.010526315789473684]
arrive: [3, 3.530200868429414e-05]
have enough: [3, 0.008241758241758242]
mawkish: [3, 3.530200868429414e-05]
masterpiece: [3, 3.530200868429414e-05]
head and: [3, 0.13636363636363635]
worrying: [3, 3.530200868429414e-05]
worrying about: [3, 1.0]
life and: [3, 0.03896103896103896]
its many: [3, 0.0047169811320754715]
prurient: [3, 3.530200868429414e-05]
who have: [3, 0.016216216216216217]
roman: [3, 3.530200868429414e-05]
on to: [3, 0.006369426751592357]
climactic: [3, 3.530200868429414e-05]
spontaneity: [3, 3.530200868429414e-05]
why not: [3, 0.05357142857142857]
having the: [3, 0.15]
just didn't: [3, 0.010344827586206896]
repellent: [3, 3.530200868429414e-05]
mib: [3, 3.530200868429414e-05]
minutes or: [3, 0.030303030303030304]
co-written: [3, 3.530200868429414e-05]
phrase: [3, 3.530200868429414e-05]
bard: [3, 3.530200868429414e-05]
spark of: [3, 0.3333333333333333]
carrying: [3, 3.530200868429414e-05]
wearing a: [3, 0.6]
simultaneously: [3, 3.530200868429414e-05]
excesses of: [3, 0.6]
sentence: [3, 3.530200868429414e-05]
capra: [3, 3.530200868429414e-05]
ararat: [3, 3.530200868429414e-05]
what happened: [3, 0.015957446808510637]
its time: [3, 0.0047169811320754715]
sight and: [3, 0.3333333333333333]
tried to: [3, 0.6]
making the: [3, 0.06976744186046512]
cliches that: [3, 0.11538461538461539]
promises: [3, 3.530200868429414e-05]
cry for: [3, 0.42857142857142855]
at any: [3, 0.008849557522123894]
any kind: [3, 0.0234375]
addition to: [3, 0.5]
sounds like: [3, 0.42857142857142855]
outtakes: [3, 3.530200868429414e-05]
lines and: [3, 0.21428571428571427]
itself as: [3, 0.045454545454545456]
dysfunctional family: [3, 0.5]
obscured: [3, 3.530200868429414e-05]
sadistic: [3, 3.530200868429414e-05]
sour taste: [3, 0.3333333333333333]
taste in: [3, 0.13636363636363635]
oops: [3, 3.530200868429414e-05]
britney spears: [3, 0.42857142857142855]
rut: [3, 3.530200868429414e-05]
albeit: [3, 3.530200868429414e-05]
glimpses: [3, 3.530200868429414e-05]
gleaned: [3, 3.530200868429414e-05]
ram: [3, 3.530200868429414e-05]
dass: [3, 3.530200868429414e-05]
fierce: [3, 3.530200868429414e-05]
gleaned from: [3, 1.0]
ram dass: [3, 1.0]
crystal: [3, 3.530200868429414e-05]
concert: [3, 3.530200868429414e-05]
tosses: [3, 3.530200868429414e-05]
expense: [3, 3.530200868429414e-05]
rushed: [3, 3.530200868429414e-05]
me a: [3, 0.04225352112676056]
i wish: [3, 0.010526315789473684]
director is: [3, 0.026785714285714284]
simply because: [3, 0.06818181818181818]
emphasizes: [3, 3.530200868429414e-05]
anne rice: [3, 0.5]
clueless: [3, 3.530200868429414e-05]
simple-minded: [3, 3.530200868429414e-05]
make for: [3, 0.023622047244094488]
delightful: [3, 3.530200868429414e-05]
they don't: [3, 0.024390243902439025]
sickly: [3, 3.530200868429414e-05]
moviemaking: [3, 3.530200868429414e-05]
outside: [3, 3.530200868429414e-05]
some kind: [3, 0.01764705882352941]
which to: [3, 0.021897810218978103]
lee: [3, 3.530200868429414e-05]
landscape: [3, 3.530200868429414e-05]
passion for: [3, 0.1875]
admission: [3, 3.530200868429414e-05]
we just: [3, 0.027522935779816515]
explosions and: [3, 0.5]
recycles: [3, 3.530200868429414e-05]
marcus: [3, 3.530200868429414e-05]
mixture: [3, 3.530200868429414e-05]
making his: [3, 0.06976744186046512]
rise: [3, 3.530200868429414e-05]
animatronic: [3, 3.530200868429414e-05]
sabotaged: [3, 3.530200868429414e-05]
sabotaged by: [3, 1.0]
stillborn: [3, 3.530200868429414e-05]
dick: [3, 3.530200868429414e-05]
doesn't come: [3, 0.0196078431372549]
intelligence and: [3, 0.13636363636363635]
purposeless: [3, 3.530200868429414e-05]
title role: [3, 0.05555555555555555]
dot: [3, 3.530200868429414e-05]
thirty: [3, 3.530200868429414e-05]
fear dot: [3, 0.3]
dot com: [3, 1.0]
com is: [3, 0.6]
description: [3, 3.530200868429414e-05]
sacrifices: [3, 3.530200868429414e-05]
chan and: [3, 0.23076923076923078]
with these: [3, 0.004431314623338257]
durable: [3, 3.530200868429414e-05]
fiennes: [3, 3.530200868429414e-05]
jennifer lopez: [3, 0.75]
exceedingly: [3, 3.530200868429414e-05]
fanciful: [3, 3.530200868429414e-05]
was the: [3, 0.02097902097902098]
so earnest: [3, 0.008670520231213872]
its script: [3, 0.0047169811320754715]
made it: [3, 0.027522935779816515]
faithful: [3, 3.530200868429414e-05]
bodily: [3, 3.530200868429414e-05]
opera-ish: [3, 3.530200868429414e-05]
substitute for: [3, 0.6]
soap opera-ish: [3, 0.10714285714285714]
naughty: [3, 3.530200868429414e-05]
demonstrates: [3, 3.530200868429414e-05]
self-congratulatory: [3, 3.530200868429414e-05]
misguided: [3, 3.530200868429414e-05]
story or: [3, 0.013636363636363636]
call the: [3, 0.16666666666666666]
said about: [3, 0.23076923076923078]
resolutions: [3, 3.530200868429414e-05]
normally: [3, 3.530200868429414e-05]
relies on: [3, 0.75]
showcases: [3, 3.530200868429414e-05]
it's been: [3, 0.005405405405405406]
geared: [3, 3.530200868429414e-05]
geared toward: [3, 1.0]
might think: [3, 0.03125]
over a: [3, 0.03488372093023256]
burn: [3, 3.530200868429414e-05]
effectively: [3, 3.530200868429414e-05]
has seen: [3, 0.00909090909090909]
everyone in: [3, 0.13636363636363635]
diaz: [3, 3.530200868429414e-05]
wears out: [3, 0.3333333333333333]
accomplished: [3, 3.530200868429414e-05]
come off: [3, 0.05454545454545454]
not scary: [3, 0.006880733944954129]
has lost: [3, 0.00909090909090909]
lost its: [3, 0.15]
ruined: [3, 3.530200868429414e-05]
story the: [3, 0.013636363636363636]
nary: [3, 3.530200868429414e-05]
great to: [3, 0.05454545454545454]
wonder what: [3, 0.17647058823529413]
glover: [3, 3.530200868429414e-05]
shatner: [3, 3.530200868429414e-05]
person in: [3, 0.1875]
lot better: [3, 0.05084745762711865]
hopes: [3, 3.530200868429414e-05]
run out: [3, 0.15]
one problem: [3, 0.008310249307479225]
movie directed: [3, 0.00395778364116095]
nonexistent: [3, 3.530200868429414e-05]
suffer: [3, 3.530200868429414e-05]
not just: [3, 0.006880733944954129]
ambiguous: [3, 3.530200868429414e-05]
known: [3, 3.530200868429414e-05]
love that: [3, 0.04]
structure and: [3, 0.2727272727272727]
be very: [3, 0.0057692307692307696]
consistent: [3, 3.530200868429414e-05]
sweep: [3, 3.530200868429414e-05]
existing: [3, 3.530200868429414e-05]
films and: [3, 0.04285714285714286]
farrelly brothers: [3, 0.5]
after seeing: [3, 0.045454545454545456]
no other: [3, 0.011235955056179775]
feature film: [3, 0.13636363636363635]
see where: [3, 0.036585365853658534]
go but: [3, 0.046153846153846156]
quite gets: [3, 0.04411764705882353]
towards: [3, 3.530200868429414e-05]
groundbreaking: [3, 3.530200868429414e-05]
swept away: [3, 0.6]
one hour: [3, 0.008310249307479225]
you've ever: [3, 0.1]
elegantly: [3, 3.530200868429414e-05]
defeats: [3, 3.530200868429414e-05]
but here: [3, 0.0035087719298245615]
its share: [3, 0.0047169811320754715]
picked: [3, 3.530200868429414e-05]
outrage: [3, 3.530200868429414e-05]
amateurishly: [3, 3.530200868429414e-05]
just that: [3, 0.010344827586206896]
forte: [3, 3.530200868429414e-05]
whimsy: [3, 3.530200868429414e-05]
goodfellas: [3, 3.530200868429414e-05]
dark comedy: [3, 0.1]
new guy: [3, 0.03125]
on top: [3, 0.006369426751592357]
top of: [3, 0.5]
her own: [3, 0.03614457831325301]
he's not: [3, 0.1]
so boring: [3, 0.008670520231213872]
even its: [3, 0.01485148514851485]
so dull: [3, 0.008670520231213872]
amazing: [3, 3.530200868429414e-05]
reputation: [3, 3.530200868429414e-05]
completely lacking: [3, 0.0967741935483871]
ignore the: [3, 0.6]
damon: [3, 3.530200868429414e-05]
that's so: [3, 0.033707865168539325]
rules of: [3, 0.5]
motivations: [3, 3.530200868429414e-05]
elizabeth hurley: [3, 0.6]
giggles: [3, 3.530200868429414e-05]
focused: [3, 3.530200868429414e-05]
playwright: [3, 3.530200868429414e-05]
overstuffed: [3, 3.530200868429414e-05]
which he: [3, 0.021897810218978103]
boll: [3, 3.530200868429414e-05]
intricate: [3, 3.530200868429414e-05]
or her: [3, 0.00909090909090909]
notorious: [3, 3.530200868429414e-05]
as anything: [3, 0.0032537960954446853]
lives of: [3, 0.2]
fame: [3, 3.530200868429414e-05]
mature: [3, 3.530200868429414e-05]
humanity: [3, 3.530200868429414e-05]
humor but: [3, 0.046153846153846156]
narc: [3, 3.530200868429414e-05]
appreciation: [3, 3.530200868429414e-05]
appreciation of: [3, 1.0]
on what: [3, 0.006369426751592357]
something's: [3, 3.530200868429414e-05]
sure which: [3, 0.11538461538461539]
out into: [3, 0.013636363636363636]
tumult: [3, 3.530200868429414e-05]
shouldn't have: [3, 0.6]
itself with: [3, 0.045454545454545456]
creating a: [3, 0.42857142857142855]
rising above: [3, 0.6]
hardly a: [3, 0.2]
adam sandler: [3, 0.23076923076923078]
talent and: [3, 0.1111111111111111]
than they: [3, 0.007853403141361256]
imagine a: [3, 0.11538461538461539]
but too: [3, 0.0035087719298245615]
discovery: [3, 3.530200868429414e-05]
occasionally funny: [3, 0.13636363636363635]
engaged: [3, 3.530200868429414e-05]
puzzle: [3, 3.530200868429414e-05]
ethan: [3, 3.530200868429414e-05]
hawke's: [3, 3.530200868429414e-05]
experienced: [3, 3.530200868429414e-05]
story has: [3, 0.013636363636363636]
clare: [3, 3.530200868429414e-05]
peploe's: [3, 3.530200868429414e-05]
other better: [3, 0.031914893617021274]
excitement of: [3, 0.375]
fun of: [3, 0.057692307692307696]
essentially a: [3, 0.21428571428571427]
bits and: [3, 0.23076923076923078]
o'fallon: [3, 3.530200868429414e-05]
like something: [3, 0.00683371298405467]
20 years: [3, 0.42857142857142855]
favorite: [3, 3.530200868429414e-05]
bond movie: [3, 0.2727272727272727]
endure: [3, 3.530200868429414e-05]
contrivances and: [3, 0.5]
overbearing: [3, 3.530200868429414e-05]
exhilarating: [3, 3.530200868429414e-05]
relate: [3, 3.530200868429414e-05]
endurance: [3, 3.530200868429414e-05]
worth of: [3, 0.08571428571428572]
creates an: [3, 0.6]
frat: [3, 3.530200868429414e-05]
aside the: [3, 0.2727272727272727]
consistently: [3, 3.530200868429414e-05]
mystery science: [3, 0.12]
bodice-ripper: [3, 3.530200868429414e-05]
more or: [3, 0.007211538461538462]
or less: [3, 0.00909090909090909]
testament: [3, 3.530200868429414e-05]
runner: [3, 3.530200868429414e-05]
be really: [3, 0.0057692307692307696]
he does: [3, 0.021897810218978103]
sparks: [3, 3.530200868429414e-05]
lurking: [3, 3.530200868429414e-05]
can't recommend: [3, 0.03571428571428571]
celebrates: [3, 3.530200868429414e-05]
flatulence: [3, 3.530200868429414e-05]
so low: [3, 0.008670520231213872]
are just: [3, 0.008333333333333333]
britney's: [3, 3.530200868429414e-05]
afternoon: [3, 3.530200868429414e-05]
reduce: [3, 3.530200868429414e-05]
thinks he's: [3, 0.23076923076923078]
but all: [3, 0.0035087719298245615]
everything he: [3, 0.07142857142857142]
mountain: [3, 3.530200868429414e-05]
borrowed: [3, 3.530200868429414e-05]
accurately: [3, 3.530200868429414e-05]
block: [3, 3.530200868429414e-05]
revelations: [3, 3.530200868429414e-05]
level that: [3, 0.10714285714285714]
hard time: [3, 0.039473684210526314]
people were: [3, 0.03614457831325301]
techno: [3, 3.530200868429414e-05]
morality tale: [3, 0.42857142857142855]
nicks: [3, 3.530200868429414e-05]
gags to: [3, 0.0967741935483871]
if there's: [3, 0.01098901098901099]
written and: [3, 0.15]
suited for: [3, 0.42857142857142855]
small screen: [3, 0.17647058823529413]
production of: [3, 0.10714285714285714]
beach: [3, 3.530200868429414e-05]
set to: [3, 0.08333333333333333]
numbers and: [3, 0.21428571428571427]
mom: [3, 3.530200868429414e-05]
self-important: [3, 3.530200868429414e-05]
an epic: [3, 0.005291005291005291]
have his: [3, 0.008241758241758242]
blown: [3, 3.530200868429414e-05]
revealing: [3, 3.530200868429414e-05]
truths: [3, 3.530200868429414e-05]
when in: [3, 0.01935483870967742]
unfold: [3, 3.530200868429414e-05]
like watching: [3, 0.00683371298405467]
only so: [3, 0.014634146341463415]
it's another: [3, 0.005405405405405406]
as are: [3, 0.0032537960954446853]
we can't: [3, 0.027522935779816515]
about everything: [3, 0.008108108108108109]
everything in: [3, 0.07142857142857142]
ultimately a: [3, 0.043478260869565216]
slackers: [3, 3.530200868429414e-05]
new to: [3, 0.03125]
needs more: [3, 0.14285714285714285]
there's just: [3, 0.021897810218978103]
but with: [3, 0.0035087719298245615]
an excruciating: [3, 0.005291005291005291]
knot: [3, 3.530200868429414e-05]
posing: [3, 3.530200868429414e-05]
hole in: [3, 0.5]
drained: [3, 3.530200868429414e-05]
on my: [3, 0.006369426751592357]
saddled: [3, 3.530200868429414e-05]
misogyny: [3, 3.530200868429414e-05]
stereotypes and: [3, 0.375]
saddled with: [3, 1.0]
helped: [3, 3.530200868429414e-05]
style that: [3, 0.10344827586206896]
your expectations: [3, 0.023255813953488372]
enjoy it: [3, 0.12]
shimmering: [3, 3.530200868429414e-05]
high drama: [3, 0.06818181818181818]
it's surprisingly: [3, 0.005405405405405406]
well before: [3, 0.033707865168539325]
20 minutes: [3, 0.42857142857142855]
taste of: [3, 0.13636363636363635]
do much: [3, 0.031914893617021274]
managed: [3, 3.530200868429414e-05]
pose: [3, 3.530200868429414e-05]
purports: [3, 3.530200868429414e-05]
managed to: [3, 1.0]
purports to: [3, 1.0]
small children: [3, 0.17647058823529413]
material in: [3, 0.04918032786885246]
arnold the: [3, 0.2727272727272727]
good thing: [3, 0.01675977653631285]
packed with: [3, 0.75]
ourselves: [3, 3.530200868429414e-05]
liberal: [3, 3.530200868429414e-05]
are simply: [3, 0.008333333333333333]
reginald: [3, 3.530200868429414e-05]
hilarity: [3, 3.530200868429414e-05]
far better: [3, 0.04225352112676056]
starred: [3, 3.530200868429414e-05]
grotesque: [3, 3.530200868429414e-05]
pinocchio is: [3, 0.23076923076923078]
movie even: [3, 0.00395778364116095]
leaks: [3, 3.530200868429414e-05]
paean: [3, 3.530200868429414e-05]
paean to: [3, 1.0]
slim: [3, 3.530200868429414e-05]
good performances: [3, 0.01675977653631285]
facile: [3, 3.530200868429414e-05]
technique: [3, 3.530200868429414e-05]
so little: [3, 0.008670520231213872]
film festival: [3, 0.004815409309791332]
locations: [3, 3.530200868429414e-05]
film takes: [3, 0.004815409309791332]
tragedy and: [3, 0.21428571428571427]
star power: [3, 0.07692307692307693]
swaggering: [3, 3.530200868429414e-05]
passing: [3, 3.530200868429414e-05]
pays: [3, 3.530200868429414e-05]
insights into: [3, 0.3]
chokes on: [3, 0.75]
depressingly: [3, 3.530200868429414e-05]
stopped: [3, 3.530200868429414e-05]
keeping: [3, 3.530200868429414e-05]
sunk by: [3, 0.75]
music video: [3, 0.10344827586206896]
careful: [3, 3.530200868429414e-05]
raising: [3, 3.530200868429414e-05]
actually pretty: [3, 0.07142857142857142]
pretty good: [3, 0.06976744186046512]
first few: [3, 0.04838709677419355]
destructive: [3, 3.530200868429414e-05]
up but: [3, 0.013513513513513514]
good acting: [3, 0.01675977653631285]
you in: [3, 0.007537688442211055]
stylish but: [3, 0.375]
discernible: [3, 3.530200868429414e-05]
craft: [3, 3.530200868429414e-05]
made with: [3, 0.027522935779816515]
if it's: [3, 0.01098901098901099]
well it's: [3, 0.033707865168539325]
perpetrated: [3, 3.530200868429414e-05]
has taken: [3, 0.00909090909090909]
material for: [3, 0.04918032786885246]
killers: [3, 3.530200868429414e-05]
execution this: [3, 0.17647058823529413]
less funny: [3, 0.03529411764705882]
funny than: [3, 0.029411764705882353]
astonishingly: [3, 3.530200868429414e-05]
an astonishingly: [3, 0.005291005291005291]
it's clear: [3, 0.005405405405405406]
back in: [3, 0.06]
life in: [3, 0.03896103896103896]
by hollywood: [3, 0.007228915662650603]
naked: [3, 3.530200868429414e-05]
star and: [3, 0.07692307692307693]
knew: [3, 3.530200868429414e-05]
inarticulate: [3, 3.530200868429414e-05]
either of: [3, 0.10344827586206896]
interesting or: [3, 0.0410958904109589]
appearing: [3, 3.530200868429414e-05]
wishy-washy: [3, 3.530200868429414e-05]
but here's: [3, 0.0035087719298245615]
funny in: [3, 0.029411764705882353]
isn't funny: [3, 0.02586206896551724]
meal: [3, 3.530200868429414e-05]
science-fiction: [3, 3.530200868429414e-05]
tactics: [3, 3.530200868429414e-05]
dear: [3, 3.530200868429414e-05]
give a: [3, 0.09375]
we've been: [3, 0.25]
tears: [3, 3.530200868429414e-05]
coarse: [3, 3.530200868429414e-05]
offer much: [3, 0.16666666666666666]
therapy: [3, 3.530200868429414e-05]
majority: [3, 3.530200868429414e-05]
majority of: [3, 1.0]
vibrant: [3, 3.530200868429414e-05]
scene is: [3, 0.11538461538461539]
john carpenter's: [3, 0.075]
as big: [3, 0.0032537960954446853]
john mckay: [3, 0.075]
long enough: [3, 0.027777777777777776]
marriage: [3, 3.530200868429414e-05]
ladies: [3, 3.530200868429414e-05]
for every: [3, 0.003931847968545216]
more silly: [3, 0.007211538461538462]
statement: [3, 3.530200868429414e-05]
imagery: [3, 3.530200868429414e-05]
intelligent person: [3, 0.21428571428571427]
person to: [3, 0.1875]
get this: [3, 0.030927835051546393]
but don't: [3, 0.0035087719298245615]
pranks: [3, 3.530200868429414e-05]
steam: [3, 3.530200868429414e-05]
been so: [3, 0.01775147928994083]
topic: [3, 3.530200868429414e-05]
explanation: [3, 3.530200868429414e-05]
movie seems: [3, 0.00395778364116095]
been written: [3, 0.01775147928994083]
prowess: [3, 3.530200868429414e-05]
transgressive: [3, 3.530200868429414e-05]
heavy-handed and: [3, 0.17647058823529413]
worst thing: [3, 0.057692307692307696]
where this: [3, 0.04285714285714286]
deserves a: [3, 0.23076923076923078]
boss: [3, 3.530200868429414e-05]
pleasures: [3, 3.530200868429414e-05]
whine: [3, 3.530200868429414e-05]
performance and: [3, 0.06818181818181818]
very slow: [3, 0.023076923076923078]
gangster movie: [3, 0.2727272727272727]
employs: [3, 3.530200868429414e-05]
bicycle: [3, 3.530200868429414e-05]
uncomfortably close: [3, 0.6]
brand: [3, 3.530200868429414e-05]
get there: [3, 0.030927835051546393]
watched the: [3, 0.6]
don't think: [3, 0.0375]
family of: [3, 0.10344827586206896]
movie was: [3, 0.00395778364116095]
romantic and: [3, 0.075]
times but: [3, 0.06382978723404255]
stirring: [3, 3.530200868429414e-05]
stuff and: [3, 0.13636363636363635]
for each: [3, 0.003931847968545216]
are at: [3, 0.008333333333333333]
cannes: [3, 3.530200868429414e-05]
have it: [3, 0.008241758241758242]
scant: [3, 3.530200868429414e-05]
