with: [883, 0.010551598871946847]
marvel of: [3, 0.375]
pitched: [3, 3.584914679030639e-05]
period drama: [3, 0.17647058823529413]
majidi: [3, 3.584914679030639e-05]
savor: [3, 3.584914679030639e-05]
still there: [3, 0.025]
there for: [3, 0.025423728813559324]
wants to: [3, 0.6]
lessons: [3, 3.584914679030639e-05]
sparkles: [3, 3.584914679030639e-05]
reality that: [3, 0.13636363636363635]
come with: [3, 0.06521739130434782]
film buffs: [3, 0.0036496350364963502]
balance between: [3, 0.25]
lovely film: [3, 0.16666666666666666]
entertains: [3, 3.584914679030639e-05]
twisty: [3, 3.584914679030639e-05]
queens: [3, 3.584914679030639e-05]
nine queens: [3, 0.75]
offerings: [3, 3.584914679030639e-05]
beginners: [3, 3.584914679030639e-05]
effect of: [3, 0.375]
italian for: [3, 0.3]
for beginners: [3, 0.004457652303120356]
gasp: [3, 3.584914679030639e-05]
spectacle of: [3, 0.3]
readily: [3, 3.584914679030639e-05]
cuisine: [3, 3.584914679030639e-05]
colors and: [3, 0.6]
suffered: [3, 3.584914679030639e-05]
self-awareness: [3, 3.584914679030639e-05]
artifice: [3, 3.584914679030639e-05]
either the: [3, 0.13636363636363635]
two young: [3, 0.03125]
hurt: [3, 3.584914679030639e-05]
amid: [3, 3.584914679030639e-05]
appropriate: [3, 3.584914679030639e-05]
fuss: [3, 3.584914679030639e-05]
doesn't give: [3, 0.038461538461538464]
absurdity: [3, 3.584914679030639e-05]
gentle humor: [3, 0.1111111111111111]
absurdity of: [3, 1.0]
powers films: [3, 0.2727272727272727]
air but: [3, 0.16666666666666666]
woody: [3, 3.584914679030639e-05]
force and: [3, 0.14285714285714285]
precision: [3, 3.584914679030639e-05]
give them: [3, 0.06]
if they: [3, 0.011363636363636364]
survivors: [3, 3.584914679030639e-05]
casual: [3, 3.584914679030639e-05]
fans could: [3, 0.07317073170731707]
stylish and: [3, 0.1875]
be said: [3, 0.007159904534606206]
canon: [3, 3.584914679030639e-05]
plot's: [3, 3.584914679030639e-05]
my interest: [3, 0.05]
cover: [3, 3.584914679030639e-05]
crime drama: [3, 0.2]
follow-up: [3, 3.584914679030639e-05]
are far: [3, 0.008620689655172414]
presented with: [3, 0.6]
an infectious: [3, 0.003978779840848806]
spontaneity: [3, 3.584914679030639e-05]
develops: [3, 3.584914679030639e-05]
study that: [3, 0.07317073170731707]
empty: [3, 3.584914679030639e-05]
above all: [3, 0.12]
bits: [3, 3.584914679030639e-05]
rarely been: [3, 0.15]
presentation: [3, 3.584914679030639e-05]
film as: [3, 0.0036496350364963502]
military: [3, 3.584914679030639e-05]
expect from: [3, 0.17647058823529413]
on some: [3, 0.007075471698113208]
against all: [3, 0.11538461538461539]
all odds: [3, 0.010380622837370242]
basis: [3, 3.584914679030639e-05]
wisdom and: [3, 0.6]
times the: [3, 0.05555555555555555]
huston: [3, 3.584914679030639e-05]
bouquet: [3, 3.584914679030639e-05]
berling: [3, 3.584914679030639e-05]
superbly acted: [3, 0.3333333333333333]
mcdowell: [3, 3.584914679030639e-05]
fascinating to: [3, 0.05084745762711865]
point the: [3, 0.10344827586206896]
fine line: [3, 0.08571428571428572]
campanella: [3, 3.584914679030639e-05]
fulfill: [3, 3.584914679030639e-05]
traveler: [3, 3.584914679030639e-05]
killing: [3, 3.584914679030639e-05]
take us: [3, 0.043478260869565216]
conjures: [3, 3.584914679030639e-05]
magic of: [3, 0.15789473684210525]
privileged: [3, 3.584914679030639e-05]
must-see for: [3, 0.6]
cinematography and: [3, 0.375]
given the: [3, 0.16666666666666666]
imaginative and: [3, 0.21428571428571427]
ambitious than: [3, 0.16666666666666666]
sprecher: [3, 3.584914679030639e-05]
definition of: [3, 0.75]
spring: [3, 3.584914679030639e-05]
edgy: [3, 3.584914679030639e-05]
saves: [3, 3.584914679030639e-05]
humor of: [3, 0.037037037037037035]
size: [3, 3.584914679030639e-05]
receive: [3, 3.584914679030639e-05]
avoid the: [3, 0.5]
familiarity: [3, 3.584914679030639e-05]
takes the: [3, 0.057692307692307696]
precise: [3, 3.584914679030639e-05]
illness: [3, 3.584914679030639e-05]
moving portrait: [3, 0.046153846153846156]
fascinates: [3, 3.584914679030639e-05]
de la: [3, 0.043478260869565216]
triumphs: [3, 3.584914679030639e-05]
surrounds: [3, 3.584914679030639e-05]
sends: [3, 3.584914679030639e-05]
shared: [3, 3.584914679030639e-05]
its share: [3, 0.004291845493562232]
watched: [3, 3.584914679030639e-05]
looks as: [3, 0.15789473684210525]
without much: [3, 0.033707865168539325]
film while: [3, 0.0036496350364963502]
tunes: [3, 3.584914679030639e-05]
monte: [3, 3.584914679030639e-05]
cristo: [3, 3.584914679030639e-05]
monte cristo: [3, 1.0]
movie star: [3, 0.0058823529411764705]
'analyze: [3, 3.584914679030639e-05]
be when: [3, 0.007159904534606206]
we haven't: [3, 0.027777777777777776]
content: [3, 3.584914679030639e-05]
jane: [3, 3.584914679030639e-05]
tricky: [3, 3.584914679030639e-05]
narrative and: [3, 0.09375]
banter: [3, 3.584914679030639e-05]
sprawling: [3, 3.584914679030639e-05]
piece to: [3, 0.05172413793103448]
aim: [3, 3.584914679030639e-05]
skill and: [3, 0.25]
shades: [3, 3.584914679030639e-05]
study in: [3, 0.07317073170731707]
best to: [3, 0.018072289156626505]
ends in: [3, 0.21428571428571427]
mind of: [3, 0.1]
passing: [3, 3.584914679030639e-05]
anyone with: [3, 0.08823529411764706]
most compelling: [3, 0.0125]
company of: [3, 0.23076923076923078]
appreciate the: [3, 0.3333333333333333]
baby: [3, 3.584914679030639e-05]
wryly: [3, 3.584914679030639e-05]
chain: [3, 3.584914679030639e-05]
applies: [3, 3.584914679030639e-05]
good sense: [3, 0.015151515151515152]
bridge: [3, 3.584914679030639e-05]
red bridge: [3, 0.2]
bridge is: [3, 1.0]
nature and: [3, 0.15]
touches the: [3, 0.375]
dumas: [3, 3.584914679030639e-05]
delectable: [3, 3.584914679030639e-05]
not apply: [3, 0.008174386920980926]
at last: [3, 0.00819672131147541]
witch: [3, 3.584914679030639e-05]
blair witch: [3, 0.75]
unknowable: [3, 3.584914679030639e-05]
search for: [3, 0.3333333333333333]
he makes: [3, 0.030927835051546393]
just when: [3, 0.02027027027027027]
alongside: [3, 3.584914679030639e-05]
marquis: [3, 3.584914679030639e-05]
de sade: [3, 0.043478260869565216]
feature is: [3, 0.07894736842105263]
racial: [3, 3.584914679030639e-05]
prejudice: [3, 3.584914679030639e-05]
shadow side: [3, 0.75]
more substance: [3, 0.00964630225080386]
most films: [3, 0.0125]
her characters: [3, 0.024390243902439025]
huppert's: [3, 3.584914679030639e-05]
ensures: [3, 3.584914679030639e-05]
thoughts: [3, 3.584914679030639e-05]
compliment: [3, 3.584914679030639e-05]
if i: [3, 0.011363636363636364]
remember the: [3, 0.23076923076923078]
specific: [3, 3.584914679030639e-05]
sadness and: [3, 0.3]
arc: [3, 3.584914679030639e-05]
hope and: [3, 0.16666666666666666]
o filme: [3, 0.13043478260869565]
operatic: [3, 3.584914679030639e-05]
entertainingly: [3, 3.584914679030639e-05]
heart this: [3, 0.03409090909090909]
put in: [3, 0.125]
inspires: [3, 3.584914679030639e-05]
awareness: [3, 3.584914679030639e-05]
best movies: [3, 0.018072289156626505]
battle scenes: [3, 0.2727272727272727]
reaction to: [3, 0.6]
haunts: [3, 3.584914679030639e-05]
ah: [3, 3.584914679030639e-05]
jackson is: [3, 0.2]
documentary can: [3, 0.03488372093023256]
strengths: [3, 3.584914679030639e-05]
griffiths: [3, 3.584914679030639e-05]
continually: [3, 3.584914679030639e-05]
loyalty: [3, 3.584914679030639e-05]
offers much: [3, 0.06]
grounded: [3, 3.584914679030639e-05]
riveted: [3, 3.584914679030639e-05]
bio-pic: [3, 3.584914679030639e-05]
sven: [3, 3.584914679030639e-05]
viveka: [3, 3.584914679030639e-05]
are complex: [3, 0.008620689655172414]
sven wollter: [3, 1.0]
make their: [3, 0.019867549668874173]
practically: [3, 3.584914679030639e-05]
good that: [3, 0.015151515151515152]
weight: [3, 3.584914679030639e-05]
fascination: [3, 3.584914679030639e-05]
recommendation: [3, 3.584914679030639e-05]
alienation: [3, 3.584914679030639e-05]
separation: [3, 3.584914679030639e-05]
separation and: [3, 1.0]
least the: [3, 0.07692307692307693]
clouds: [3, 3.584914679030639e-05]
exactly what: [3, 0.16666666666666666]
contrivance: [3, 3.584914679030639e-05]
resolution: [3, 3.584914679030639e-05]
knack for: [3, 0.75]
french comedy: [3, 0.07692307692307693]
as she: [3, 0.0034129692832764505]
scene and: [3, 0.17647058823529413]
courtroom: [3, 3.584914679030639e-05]
trial: [3, 3.584914679030639e-05]
most contemporary: [3, 0.0125]
jolting: [3, 3.584914679030639e-05]
younger: [3, 3.584914679030639e-05]
might otherwise: [3, 0.05]
retro: [3, 3.584914679030639e-05]
catholic: [3, 3.584914679030639e-05]
fabric: [3, 3.584914679030639e-05]
feelings: [3, 3.584914679030639e-05]
successor: [3, 3.584914679030639e-05]
european: [3, 3.584914679030639e-05]
artists and: [3, 0.3333333333333333]
love of: [3, 0.020134228187919462]
be considered: [3, 0.007159904534606206]
will strike: [3, 0.01507537688442211]
strike a: [3, 0.5]
with anyone: [3, 0.0033975084937712344]
who's ever: [3, 0.3]
holy: [3, 3.584914679030639e-05]
good old-fashioned: [3, 0.015151515151515152]
movie you're: [3, 0.0058823529411764705]
these women: [3, 0.04838709677419355]
friel: [3, 3.584914679030639e-05]
nothing is: [3, 0.057692307692307696]
15 years: [3, 0.6]
probes: [3, 3.584914679030639e-05]
differences: [3, 3.584914679030639e-05]
comedy to: [3, 0.015625]
2002's: [3, 3.584914679030639e-05]
very least: [3, 0.022222222222222223]
style that: [3, 0.06521739130434782]
eyes of: [3, 0.10714285714285714]
loss and: [3, 0.2]
conviction to: [3, 0.3333333333333333]
while watching: [3, 0.024390243902439025]
claude chabrol: [3, 0.6]
intermittently: [3, 3.584914679030639e-05]
convoluted: [3, 3.584914679030639e-05]
muddle: [3, 3.584914679030639e-05]
long and: [3, 0.05084745762711865]
interest and: [3, 0.1875]
choice for: [3, 0.6]
chronicles: [3, 3.584914679030639e-05]
parents and: [3, 0.16666666666666666]
for fans: [3, 0.004457652303120356]
positively: [3, 3.584914679030639e-05]
subject of: [3, 0.06666666666666667]
godard's: [3, 3.584914679030639e-05]
balances: [3, 3.584914679030639e-05]
out like: [3, 0.016853932584269662]
mamet's: [3, 3.584914679030639e-05]
flesh: [3, 3.584914679030639e-05]
film seems: [3, 0.0036496350364963502]
like watching: [3, 0.010676156583629894]
construction: [3, 3.584914679030639e-05]
proper: [3, 3.584914679030639e-05]
seem like: [3, 0.1]
helped: [3, 3.584914679030639e-05]
jean reno: [3, 0.6]
impressions: [3, 3.584914679030639e-05]
no way: [3, 0.025]
got a: [3, 0.14285714285714285]
feeling that: [3, 0.08823529411764706]
scratching: [3, 3.584914679030639e-05]
sensational and: [3, 0.6]
proof: [3, 3.584914679030639e-05]
simple but: [3, 0.10714285714285714]
dealing with: [3, 0.75]
westerners: [3, 3.584914679030639e-05]
spots: [3, 3.584914679030639e-05]
amounts: [3, 3.584914679030639e-05]
amounts of: [3, 1.0]
counterparts: [3, 3.584914679030639e-05]
ensemble comedy: [3, 0.16666666666666666]
my wife: [3, 0.05]
cuts to: [3, 0.3333333333333333]
trust: [3, 3.584914679030639e-05]
day-lewis: [3, 3.584914679030639e-05]
scorsese: [3, 3.584914679030639e-05]
above-average: [3, 3.584914679030639e-05]
debut is: [3, 0.1]
coen: [3, 3.584914679030639e-05]
coen brothers: [3, 1.0]
you never: [3, 0.006072874493927126]
don't want: [3, 0.04918032786885246]
caruso: [3, 3.584914679030639e-05]
suggest: [3, 3.584914679030639e-05]
corruption: [3, 3.584914679030639e-05]
sight of: [3, 0.375]
affable: [3, 3.584914679030639e-05]
complexities: [3, 3.584914679030639e-05]
more concerned: [3, 0.00964630225080386]
by showing: [3, 0.007894736842105263]
crime story: [3, 0.2]
undisputed: [3, 3.584914679030639e-05]
isn't exactly: [3, 0.04838709677419355]
wiseman: [3, 3.584914679030639e-05]
recreates: [3, 3.584914679030639e-05]
american and: [3, 0.04285714285714286]
chaiken: [3, 3.584914679030639e-05]
na: [3, 3.584914679030639e-05]
bumbling: [3, 3.584914679030639e-05]
be another: [3, 0.007159904534606206]
brian: [3, 3.584914679030639e-05]
eye and: [3, 0.17647058823529413]
go down: [3, 0.06]
minimalist: [3, 3.584914679030639e-05]
hefty: [3, 3.584914679030639e-05]
horror movie: [3, 0.09375]
reminded me: [3, 0.6]
me of: [3, 0.08108108108108109]
haynes': [3, 3.584914679030639e-05]
mood and: [3, 0.1111111111111111]
from heaven: [3, 0.008595988538681949]
off this: [3, 0.05172413793103448]
ride with: [3, 0.08333333333333333]
few movies: [3, 0.05357142857142857]
you into: [3, 0.006072874493927126]
midlife: [3, 3.584914679030639e-05]
midlife crisis: [3, 1.0]
both as: [3, 0.02631578947368421]
collision of: [3, 0.75]
comically: [3, 3.584914679030639e-05]
optimistic: [3, 3.584914679030639e-05]
psychic: [3, 3.584914679030639e-05]
wondered: [3, 3.584914679030639e-05]
ever wondered: [3, 0.036585365853658534]
wondered what: [3, 1.0]
what an: [3, 0.013333333333333334]
anne: [3, 3.584914679030639e-05]
fontaine's: [3, 3.584914679030639e-05]
seeds: [3, 3.584914679030639e-05]
form of: [3, 0.11538461538461539]
forgiveness: [3, 3.584914679030639e-05]
quality of: [3, 0.16666666666666666]
movies like: [3, 0.02702702702702703]
enriched: [3, 3.584914679030639e-05]
enriched by: [3, 1.0]
eye for: [3, 0.17647058823529413]
manners and: [3, 0.6]
holes: [3, 3.584914679030639e-05]
almost everyone: [3, 0.05660377358490566]
who sees: [3, 0.012145748987854251]
often than: [3, 0.03896103896103896]
breadth: [3, 3.584914679030639e-05]
countless: [3, 3.584914679030639e-05]
threatens: [3, 3.584914679030639e-05]
threatens to: [3, 1.0]
touch of: [3, 0.17647058823529413]
moods: [3, 3.584914679030639e-05]
filmmakers who: [3, 0.1111111111111111]
modern day: [3, 0.08571428571428572]
heart on: [3, 0.03409090909090909]
dangerously: [3, 3.584914679030639e-05]
auteuil: [3, 3.584914679030639e-05]
featuring a: [3, 0.5]
hasn't: [3, 3.584914679030639e-05]
two decades: [3, 0.03125]
he was: [3, 0.030927835051546393]
issues that: [3, 0.16666666666666666]
next generation: [3, 0.1875]
downright: [3, 3.584914679030639e-05]
yu is: [3, 0.6]
chinese life: [3, 0.2727272727272727]
lion: [3, 3.584914679030639e-05]
lion king: [3, 1.0]
years ago: [3, 0.05084745762711865]
fest: [3, 3.584914679030639e-05]
demonstrates a: [3, 0.42857142857142855]
understanding of: [3, 0.42857142857142855]
unconventional: [3, 3.584914679030639e-05]
richard: [3, 3.584914679030639e-05]
form a: [3, 0.11538461538461539]
have any: [3, 0.011583011583011582]
digital video: [3, 0.5]
appreciated: [3, 3.584914679030639e-05]
good enough: [3, 0.015151515151515152]
their way: [3, 0.017142857142857144]
enjoyable and: [3, 0.05660377358490566]
cinematically: [3, 3.584914679030639e-05]
mythic: [3, 3.584914679030639e-05]
perfect for: [3, 0.09090909090909091]
second half: [3, 0.15789473684210525]
modern-day: [3, 3.584914679030639e-05]
fairy: [3, 3.584914679030639e-05]
these guys: [3, 0.04838709677419355]
foremost: [3, 3.584914679030639e-05]
i would: [3, 0.016574585635359115]
french cinema: [3, 0.07692307692307693]
characters is: [3, 0.020833333333333332]
sight gags: [3, 0.375]
gags that: [3, 0.2727272727272727]
spider: [3, 3.584914679030639e-05]
experiences of: [3, 0.375]
have an: [3, 0.011583011583011582]
days of: [3, 0.1875]
borders: [3, 3.584914679030639e-05]
more timely: [3, 0.00964630225080386]
leaping: [3, 3.584914679030639e-05]
condensed: [3, 3.584914679030639e-05]
story line: [3, 0.01171875]
by director: [3, 0.007894736842105263]
peter kosminsky: [3, 0.3]
tenor: [3, 3.584914679030639e-05]
well enough: [3, 0.02564102564102564]
all these: [3, 0.010380622837370242]
we believe: [3, 0.027777777777777776]
ni: [3, 3.584914679030639e-05]
pedigree: [3, 3.584914679030639e-05]
disappoint: [3, 3.584914679030639e-05]
alike: [3, 3.584914679030639e-05]
high crimes: [3, 0.10714285714285714]
integrity and: [3, 0.3333333333333333]
lightly: [3, 3.584914679030639e-05]
character to: [3, 0.04411764705882353]
fair amount: [3, 0.3333333333333333]
extent: [3, 3.584914679030639e-05]
aims to: [3, 0.75]
all at: [3, 0.010380622837370242]
intelligently: [3, 3.584914679030639e-05]
goes a: [3, 0.125]
frank: [3, 3.584914679030639e-05]
an undeniable: [3, 0.003978779840848806]
difference between: [3, 0.6]
orders: [3, 3.584914679030639e-05]
last orders: [3, 0.08108108108108109]
pretty funny: [3, 0.07692307692307693]
approaches: [3, 3.584914679030639e-05]
bought: [3, 3.584914679030639e-05]
iconoclastic: [3, 3.584914679030639e-05]
noise: [3, 3.584914679030639e-05]
tale with: [3, 0.0375]
with little: [3, 0.0033975084937712344]
flaws but: [3, 0.125]
wrenching: [3, 3.584914679030639e-05]
adaptation is: [3, 0.15]
contradictory: [3, 3.584914679030639e-05]
analytical: [3, 3.584914679030639e-05]
darker: [3, 3.584914679030639e-05]
infidelity: [3, 3.584914679030639e-05]
australia: [3, 3.584914679030639e-05]
trappings: [3, 3.584914679030639e-05]
young woman's: [3, 0.05454545454545454]
lambs: [3, 3.584914679030639e-05]
other than: [3, 0.041666666666666664]
silence of: [3, 0.42857142857142855]
maelstrom: [3, 3.584914679030639e-05]
yet compelling: [3, 0.0410958904109589]
came: [3, 3.584914679030639e-05]
life but: [3, 0.020833333333333332]
deadly: [3, 3.584914679030639e-05]
relevant: [3, 3.584914679030639e-05]
born: [3, 3.584914679030639e-05]
i'm the: [3, 0.15789473684210525]
funny stuff: [3, 0.016574585635359115]
saying: [3, 3.584914679030639e-05]
obsessions: [3, 3.584914679030639e-05]
what he: [3, 0.013333333333333334]
he allows: [3, 0.030927835051546393]
quietly moving: [3, 0.1875]
you come: [3, 0.006072874493927126]
delightful comedy: [3, 0.125]
grandiosity: [3, 3.584914679030639e-05]
le: [3, 3.584914679030639e-05]
allegory: [3, 3.584914679030639e-05]
years after: [3, 0.05084745762711865]
thin: [3, 3.584914679030639e-05]
impulse: [3, 3.584914679030639e-05]
violence and: [3, 0.2727272727272727]
director to: [3, 0.025210084033613446]
driven: [3, 3.584914679030639e-05]
with every: [3, 0.0033975084937712344]
driven by: [3, 1.0]
illustrates: [3, 3.584914679030639e-05]
what sets: [3, 0.013333333333333334]
element of: [3, 0.5]
well acted: [3, 0.02564102564102564]
alert: [3, 3.584914679030639e-05]
chief: [3, 3.584914679030639e-05]
collaboration: [3, 3.584914679030639e-05]
movie i've: [3, 0.0058823529411764705]
strain: [3, 3.584914679030639e-05]
credibility: [3, 3.584914679030639e-05]
situation in: [3, 0.23076923076923078]
great film: [3, 0.02857142857142857]
responsibility: [3, 3.584914679030639e-05]
gem of: [3, 0.17647058823529413]
stands as: [3, 0.3333333333333333]
insanely: [3, 3.584914679030639e-05]
solid cast: [3, 0.06666666666666667]
cannot help: [3, 0.25]
miyazaki's: [3, 3.584914679030639e-05]
teeming: [3, 3.584914679030639e-05]
argue that: [3, 0.6]
brutally honest: [3, 0.6]
or really: [3, 0.015873015873015872]
witherspoon: [3, 3.584914679030639e-05]
sons: [3, 3.584914679030639e-05]
achieves its: [3, 0.3333333333333333]
cost of: [3, 0.6]
state of: [3, 0.375]
filmmaking and: [3, 0.0967741935483871]
